Unique ID;Player;Club;Best Pos;Age;Transfer Value;Preferred Foot;Appearances;Minutes;Goals;xG;Shots;ShT;Conv %;Goals per 90 minutes;xG/90;Drb/90
43617061;Nicolò Bertola;Udinese;D (C);23;€11M - €13.5M;Right-Footed;38;3367;0;1.22;16;2;0%;0.0;0.0;0.0
67142194;Abdón Prats;Mallorca;ST (C);33;€0;Left-Footed;0 (12);391;2;1.37;16;7;13%;0.5;0.3;0.7
2000094152;Claudio Echeverri;Girona;AM (C);20;€19.5M - €29M;Right-Footed;8 (21);1087;1;3.2;26;6;4%;0.1;0.3;1.3
37055848;Zian Flemming;Burnley;ST (C);27;€10M;Right-Footed;4 (10);451;3;2.34;26;13;12%;0.6;0.5;1.4
37084995;Jenson Seelt;VfL Wolfsburg;D (C);23;€10M - €12.5M;Right-Footed;14 (7);1138;0;0.52;4;1;0%;0.0;0.0;0.1
43315178;Junior Messias;Genoa;AM (R);35;€0;Left-Footed;0 (2);20;0;0;0;0;0%;0.0;0.0;0.0
2000288469;Veljko Milosavljević;Bournemouth;D (C);18;€28M - €33M;Right-Footed;2 (4);291;0;0;0;0;0%;0.0;0.0;0.0
92065574;Patrick Mainka;1. FC Heidenheim 1846;D (C);31;Not for Sale;Right-Footed Only;33;2953;1;2.23;13;2;8%;0.0;0.1;0.1
2000021281;Matteo Prati;Torino;DM;22;€14.5M - €17.5M;Right-Footed;29 (7);2659;2;0.54;13;4;15%;0.1;0.0;0.1
2000334534;Kimito Nono;Sunderland;WB (R);24;€12M - €17.5M;Right-Footed Only;0 (2);39;0;0;0;0;0%;0.0;0.0;0.0
20046847;Faris;Cremonese;ST (C);25;€40K - €400K;Left-Footed;0 (16);226;0;1.1;9;1;0%;0.0;0.4;0.0
2000172478;Damion Downs;Hamburger SV;ST (C);21;€18.5M - €28M;Right-Footed;1 (10);364;2;1.29;13;7;15%;0.5;0.3;0.5
43459075;Michel Ndary Adopo;Cagliari;DM;25;€9.6M - €12M;Right-Footed;35 (2);2920;2;1.65;15;3;13%;0.1;0.1;0.0
91108276;Leart Paçarada;1. FC Heidenheim 1846;D (L);31;€100K - €1M;Left-Footed;1 (2);112;0;0.15;1;0;0%;0.0;0.1;2.4
42017841;Eli Dasa;N.E.C.;D (R);33;€180K;Right-Footed;30;2196;0;0.63;7;1;0%;0.0;0.0;3.0
67267209;Jorge Herrando;Atlético Pamplona;D (C);25;€19.5M - €23M;Left-Footed;35;3014;0;0.09;2;0;0%;0.0;0.0;0.1
91185080;Jan Thielmann;1. FC Köln;AM (R);24;€300K - €6.4M;Right-Footed Only;32;2414;2;3.42;32;13;6%;0.1;0.1;4.3
2000282595;Eivind Helland;Bologna;D (R);21;€14M - €17M;Right-Footed;0 (2);68;0;0;0;0;0%;0.0;0.0;0.0
67225564;Dani Cárdenas;Vallecano;GK;29;€180K - €1.8M;Right-Footed;7 (1);678;0;0;0;0;0%;0.0;0.0;0.0
19303820;Lucas Rosa;Ajax;D (R);26;€2.9M;Right-Footed;0 (2);30;0;0;0;0;0%;0.0;0.0;0.0
37064635;Abdou Harroui;Hellas Verona;M (C);28;€220K - €2.2M;Right-Footed;1 (8);242;0;0.21;4;1;0%;0.0;0.1;0.0
78081773;Carlos Benavídez;Alavés;DM;28;€3.8M - €7.4M;Right-Footed;13 (16);1228;1;0.96;5;2;20%;0.1;0.1;0.1
39062838;Orri Óskarsson;Real San Sebastián;ST (C);21;€26M - €38M;Right-Footed;6 (21);1073;3;7.05;65;31;5%;0.3;0.6;1.1
37063647;Martijn Kaars;FC St. Pauli;ST (C);27;€475K - €4.3M;Right-Footed;4 (20);913;9;3.01;33;22;27%;0.9;0.3;1.2
43500821;Filippo Terracciano;Cremonese;D (R);23;€4.1M - €7.8M;Right-Footed;35 (2);3091;0;0.95;10;1;0%;0.0;0.0;1.9
43252462;Nadir Zortea;Bologna;M (R);26;€5.6M - €8.4M;Right-Footed;2 (3);245;0;0;0;0;0%;0.0;0.0;1.5
2000104915;Saël Kumbedi;VfL Wolfsburg;D (R);21;€8.4M - €10.5M;Right-Footed;6 (10);906;0;0.48;3;0;0%;0.0;0.0;1.2
2000015818;Tanner Tessmann;OL;DM;24;€6.4M - €9.4M;Right-Footed;21 (16);1884;2;0.91;15;7;13%;0.1;0.0;0.0
2000154596;Lukas Ullrich;Borussia M'gladbach;D (L);22;€1.3M - €11.5M;Left-Footed;32;2515;0;0.42;5;1;0%;0.0;0.0;2.6
80034792;Brandon Aguilera;Rio Ave;AM (C);22;€4.9M - €7.2M;Left-Footed;14 (4);1155;1;1.31;9;1;11%;0.1;0.1;0.2
67288317;Iker Muñoz;Atlético Pamplona;DM;23;€3.4M - €6.8M;Right-Footed;14 (12);1325;0;0.27;3;0;0%;0.0;0.0;0.1
29165729;Omar Richards;Rio Ave;WB (L);28;€0;Left-Footed;14 (4);1111;0;0;0;0;0%;0.0;0.0;6.1
49048369;Sékou Mara;Auxerre;ST (C);23;€2.9M - €5.8M;Right-Footed;8 (22);1167;4;4.33;42;17;10%;0.3;0.3;0.8
2000215183;Bence Dárdai;VfL Wolfsburg;M (C);20;€14.5M - €18.5M;Right-Footed Only;1 (6);310;0;0.16;5;1;0%;0.0;0.0;0.3
57187440;Răzvan Sava;Udinese;GK;23;€210K - €2.1M;Right-Footed;12;1080;0;0;0;0;0%;0.0;0.0;0.0
67211699;Tete Morente;Elche;AM (L);29;€190K - €1.9M;Right-Footed;1 (12);342;1;1.24;15;3;7%;0.3;0.3;3.7
28021778;Marcus Bettinelli;Man City;GK;34;€0 - €90K;Right-Footed Only;1 (1);66;0;0;0;0;0%;0.0;0.0;0.0
43055102;Matteo Bianchetti;Cremonese;D (R);33;€120K - €1.2M;Right-Footed;18 (2);1586;0;0.03;1;0;0%;0.0;0.0;0.0
43206174;Nicolò Casale;Bologna;D (C);28;€375K - €8.2M;Right-Footed;4 (1);448;0;0.65;3;1;0%;0.0;0.1;0.0
2000253187;Juan Rodríguez;Cagliari;D (C);21;€550K - €4.5M;Left-Footed;2 (2);305;0;0.07;1;0;0%;0.0;0.0;0.3
67260207;Unai Vencedor;Levante;M (C);25;€275K - €2.8M;Right-Footed;17 (12);1546;0;0.43;6;0;0%;0.0;0.0;0.0
75050238;Felipe Loyola;Pisa;M (C);25;€1.3M - €12M;Right-Footed;26;2317;0;1.73;12;2;0%;0.0;0.1;0.2
67192427;Aarón Escandell;Oviedo;GK;30;€275K - €2.7M;Right-Footed Only;36;3234;0;0;0;0;0%;0.0;0.0;0.0
28116414;Vítězslav Jaroš;Ajax;GK;24;€7.2M - €10.5M;Right-Footed Only;36;3258;0;0;0;0;0%;0.0;0.0;0.0
67203459;Toni Lato;Mallorca;D (L);28;€600K;Left-Footed;11 (7);1081;0;0.18;1;0;0%;0.0;0.0;1.9
67277397;Randy Nteka;Vallecano;ST (C);28;€275K;Left-Footed;5 (20);920;1;2.89;31;13;3%;0.1;0.3;0.6
2000058381;Ngal'Ayel Mukau;LOSC;DM;21;€41M - €49M;Left-Footed;43 (2);3592;3;1.32;17;3;18%;0.1;0.0;0.2
62015683;Boris Sekulić;Heracles Almelo;D (R);34;€28K - €275K;Right-Footed;3 (4);322;0;0.42;3;1;0%;0.0;0.1;0.6
62182264;Veljko Birmančević;Getafe;AM (R);28;€4.6M - €6.8M;Right-Footed;7;468;2;2.41;18;10;11%;0.4;0.5;2.1
2000192797;Leo Sauer;Feyenoord;AM (L);20;€25M - €30M;Right-Footed;9 (18);1089;5;3.62;34;11;15%;0.4;0.3;4.1
2000104173;Gianluca Prestianni;Benfica;AM (R);20;€60M - €72M;Right-Footed;7 (28);1150;1;3.42;34;11;3%;0.1;0.3;3.4
48036572;Enzo Ebosse;Torino;D (L);27;€140K - €1.4M;Left-Footed;4;348;0;0.12;1;0;0%;0.0;0.0;0.8
67258573;Adrián De la Fuente;Levante;D (C);27;€2.1M - €4.2M;Right-Footed;40;3617;1;0.7;13;2;8%;0.0;0.0;0.0
2000207241;Alex Amorim;Genoa;M (C);21;€6.8M - €8.2M;Right-Footed;0 (2);27;0;0;0;0;0%;0.0;0.0;0.0
37077855;Anass Salah-Eddine;PSV;M (L);24;€350K - €3.5M;Left-Footed;1 (14);418;0;0.2;1;0;0%;0.0;0.0;0.6
2000273847;Babis Kostoulas;Brighton;ST (C);19;€22M - €28M;Right-Footed;1 (25);545;1;2.93;25;7;4%;0.2;0.5;1.8
83111371;Ferro;Estoril Praia;D (C);29;€60K - €600K;Right-Footed;12;995;0;0.32;4;1;0%;0.0;0.0;0.2
2000082598;Stefan Bajčetić;Liverpool;DM;21;€26M - €39M;Right-Footed;1 (2);80;0;0.01;1;0;0%;0.0;0.0;0.0
91195878;Luca Netz;Nott'm Forest;WB (L);23;€8M - €12M;Left-Footed;4 (13);650;0;0;0;0;0%;0.0;0.0;4.0
2000062888;Pablo Campos;Levante;GK;24;€150K - €1.5M;Right-Footed;4 (1);303;0;0;0;0;0%;0.0;0.0;0.0
2000096364;Joaquín Panichelli;Strasbourg;ST (C);23;€13M - €19.5M;Right-Footed;8 (15);1016;6;6.03;50;25;12%;0.5;0.5;0.4
2000399897;Rio Ngumoha;Liverpool;AM (L);17;€32M - €38M;Right-Footed;4 (15);728;2;2.72;14;6;14%;0.2;0.3;4.7
43424893;Lorenzo Colombo;Genoa;ST (C);24;€10M - €12M;Left-Footed;38;3030;12;13.92;109;56;11%;0.4;0.4;0.5
12094961;Cyriaque Irié;Sport-Club Freiburg;AM (R);20;€4.9M - €9M;Left-Footed;29 (3);2104;1;3.22;33;11;3%;0.0;0.1;5.6
84150928;Joël Schmied;1. FC Köln;D (C);27;€350K - €3.6M;Right-Footed Only;8 (6);968;0;0.42;5;1;0%;0.0;0.0;0.0
2000397286;Arsène Kouassi;FC Lorient;D (L);21;€9M - €13.5M;Left-Footed Only;9 (12);1076;0;0.8;2;0;0%;0.0;0.1;2.4
83261901;Martim Neto;Elche;M (C);23;€3.6M - €7M;Right-Footed;24 (4);1913;0;1.12;11;4;0%;0.0;0.1;0.0
28127217;Zidane Iqbal;FC Utrecht;M (C);23;€1.8M - €3.7M;Right-Footed;0 (17);286;0;0.31;2;0;0%;0.0;0.1;0.0
28126245;CJ Egan-Riley;Olympique de Marseille;DM;23;€8.8M - €10.5M;Right-Footed;13 (25);1709;1;0.54;5;1;20%;0.1;0.0;0.8
43272248;Gabriele Zappa;Cagliari;D (R);26;€950K - €9.4M;Right-Footed;6 (24);858;0;0.06;3;0;0%;0.0;0.0;1.5
43075133;Federico Ceccherini;Cremonese;D (C);34;€0;Right-Footed;4 (2);520;0;0.44;4;2;0%;0.0;0.1;0.0
85030227;Loïc Nego;Havre AC;WB (R);35;€9K - €90K;Right-Footed;3 (3);308;0;0.61;4;2;0%;0.0;0.2;3.2
43161921;Giuseppe Pezzella;Cremonese;WB (L);28;€2.6M - €5.2M;Left-Footed;27;2224;0;0.04;1;0;0%;0.0;0.0;1.9
37076659;Tomáš Suslov;Hellas Verona;AM (R);23;€250K - €2.5M;Left-Footed;8;539;0;0.84;6;3;0%;0.0;0.1;2.5
49037694;Nathan Ngoumou;Borussia M'gladbach;AM (R);26;€1.4M;Right-Footed;0 (1);15;0;0;0;0;0%;0.0;0.0;0.0
91206955;Jamil Siebert;U.S. Lecce;D (C);24;€375K - €3.6M;Right-Footed;0 (6);54;0;0;0;0;0%;0.0;0.0;0.0
2000165730;Gabri Martínez;BRG;AM (L);23;€7.6M - €11.5M;Right-Footed;10 (26);1274;4;3.47;32;10;13%;0.3;0.2;5.2
34009070;Allan Nyom;Getafe;D (R);38;€100K;Right-Footed Only;5 (20);719;0;0.22;3;0;0%;0.0;0.0;2.0
2000024732;Luca Marianucci;Torino;D (C);21;€8M - €12M;Right-Footed;0 (2);123;0;0;0;0;0%;0.0;0.0;0.7
2000065824;Mio Backhaus;SV Werder Bremen;GK;22;€6.2M - €9.2M;Right-Footed Only;3;270;0;0;0;0;0%;0.0;0.0;0.0
92084880;Maxim Leitsch;1. FSV Mainz 05;D (L);28;€400K - €4M;Left-Footed Only;15 (3);1335;0;0.02;2;0;0%;0.0;0.0;0.1
59063380;Budu Zivzivadze;1. FC Heidenheim 1846;ST (C);32;€60K - €600K;Left-Footed;20;1296;4;4.84;42;18;10%;0.3;0.3;1.0
73201859;Anis Hadj Moussa;Feyenoord;AM (R);24;€17.5M - €22M;Left-Footed;38 (5);2904;7;6.48;64;24;11%;0.2;0.2;4.4
24054803;Domagoj Bradarić;Hellas Verona;WB (L);26;€1.1M - €5.6M;Left-Footed;27;2286;2;0.63;7;2;29%;0.1;0.0;1.1
91137136;Suat Serdar;Hellas Verona;M (C);29;€1.9M;Right-Footed;32 (2);2841;2;3.16;25;7;8%;0.1;0.1;0.0
91013663;Daniel Heuer Fernandes;Hamburger SV;GK;33;€220K - €2.2M;Right-Footed;31;2820;0;0;0;0;0%;0.0;0.0;0.0
67018270;Raúl Fernández;Alavés;GK;38;€0 - €80K;Right-Footed;6 (1);561;0;0;0;0;0%;0.0;0.0;0.0
2000183245;Martim Fernandes;FC Porto;D (R);20;€49M - €59M;Right-Footed;18 (16);2040;0;0.45;5;1;0%;0.0;0.0;1.2
37056071;Armando Obispo;PSV;D (C);27;€2.2M;Left-Footed;12 (8);1241;1;0.52;5;1;20%;0.1;0.0;0.0
91167629;Idrissa Touré;Pisa;M (R);28;€2.3M - €4.7M;Right-Footed Only;31 (1);2503;0;0.38;6;2;0%;0.0;0.0;2.3
2000027719;Diego Moreira;Strasbourg;AM (L);21;€30M - €37M;Left-Footed;30 (1);2545;3;6.41;62;24;5%;0.1;0.2;4.3
43591641;Tommaso Baldanzi;Genoa;AM (C);23;€10.5M - €12.5M;Left-Footed;36;2876;2;4.15;37;15;5%;0.1;0.1;0.2
67216778;Dani Raba;Valencia;AM (R);30;€3.8M;Left-Footed;0 (17);481;0;1.56;11;3;0%;0.0;0.3;3.2
49041157;Melvin Bard;OGC Nice;D (L);25;€28M - €34M;Left-Footed;42;3496;0;0.65;9;2;0%;0.0;0.0;1.1
2000053956;Abde;OGC Nice;AM (L);27;€200K - €2M;Right-Footed;0 (15);206;0;1.41;5;3;0%;0.0;0.6;2.2
67295651;Álex Forés;Oviedo;ST (C);25;€18K - €190K;Right-Footed;32 (6);2710;8;9.2;86;35;9%;0.3;0.3;0.9
15069939;Connor Metcalfe;FC St. Pauli;M (C);26;€100K - €1M;Left-Footed;0 (3);50;0;0;0;0;0%;0.0;0.0;0.0
91204749;Louis Oppie;FC St. Pauli;D (L);24;€3.2M - €6.4M;Left-Footed;33;2783;0;0.87;5;0;0%;0.0;0.0;2.2
2000146258;Muhammed Damar;TSG Hoffenheim;AM (C);22;€850K - €10.5M;Right-Footed;2 (4);208;0;0.27;4;2;0%;0.0;0.1;0.0
37060899;Gijs Smal;Feyenoord;D (L);28;€11M - €14M;Left-Footed;43;3634;0;0.44;7;1;0%;0.0;0.0;0.4
2000070513;Tim Oermann;Bayer 04 Leverkusen;D (R);22;€4.9M - €9M;Right-Footed;1 (4);209;0;0;0;0;0%;0.0;0.0;0.4
83257795;Leonardo Lelo;BRG;WB (L);26;€24M - €30M;Left-Footed;39;3394;1;1.52;11;5;9%;0.0;0.0;2.4
2000049422;Rubén Sánchez;Espanyol;D (R);25;€20K - €4.8M;Right-Footed;11 (10);1056;0;0.58;4;2;0%;0.0;0.0;0.9
43617790;Antonio Vergara;Parthenope;AM (R);23;€9M - €13.5M;Left-Footed;7 (15);1038;2;1.48;26;5;8%;0.2;0.1;2.9
2000187477;Tidiam Gomis;RB Leipzig;AM (L);19;€8M - €9.6M;Right-Footed;0 (3);32;0;0.12;1;0;0%;0.0;0.0;0.0
14185869;Facundo Medina;Olympique de Marseille;D (C);27;€19.5M - €24M;Left-Footed;37;2973;0;0.24;2;0;0%;0.0;0.0;2.1
83283239;Tiago Santos;LOSC;AM (R);23;€16M - €20M;Right-Footed;39;3309;0;0.91;11;3;0%;0.0;0.0;1.1
2000052955;Andrés Castrín;Sevilla;D (C);23;€45K - €425K;Right-Footed;0 (1);28;0;0;0;0;0%;0.0;0.0;0.0
2000065610;Armindo Sieb;1. FSV Mainz 05;AM (R);23;€85K - €850K;Right-Footed;0 (12);219;3;1.35;9;6;33%;1.2;0.6;0.4
67269930;Patrick Sequeira;Casa Pia;GK;27;€475K - €4.7M;Right-Footed;37;3330;0;0;0;0;0%;0.0;0.0;0.0
2000228488;Souleymane Faye;Sporting CP;AM (L);23;€475K - €7.8M;Right-Footed;1 (11);244;0;0.23;5;0;0%;0.0;0.1;4.1
67225734;Fran Navarro;BRG;ST (C);28;€4.2M;Right-Footed;13 (25);1696;9;6.52;65;32;14%;0.5;0.3;0.4
2000174387;Max Finkgräfe;RB Leipzig;WB (L);22;€600K - €4.7M;Left-Footed;0 (4);73;0;0.01;1;0;0%;0.0;0.0;0.0
19335371;Lucas Pires;Burnley;WB (L);25;€17.5M - €22M;Left-Footed;15 (21);2105;1;0.6;7;2;14%;0.0;0.0;1.2
49045908;Rayan Philippe;Hamburger SV;AM (R);25;€275K - €7M;Left-Footed;21 (4);1785;3;2.84;32;13;9%;0.2;0.1;5.3
2000187407;Manu Bueno;Sevilla;M (C);21;€5.4M - €6.8M;Left-Footed;1 (2);84;0;0.28;1;0;0%;0.0;0.3;0.0
83228313;Telmo Arcanjo;VTSC;AM (R);24;€7.2M - €8.6M;Left-Footed Only;7 (14);754;3;3.22;23;8;13%;0.4;0.4;2.5
67288319;Iñaki Rupérez;Real San Sebastián;D (R);23;€275K - €2.6M;Right-Footed;3 (7);274;0;0.11;1;0;0%;0.0;0.0;3.6
93142507;Hugo Bolin;Borussia M'gladbach;AM (L);22;€200K - €2M;Right-Footed Only;1 (15);303;2;2.07;8;3;25%;0.6;0.6;1.5
55024825;Paulo Oliveira;BRG;D (C);34;€700K - €1.5M;Right-Footed;9 (2);879;0;0.08;3;1;0%;0.0;0.0;0.0
2000020024;Freddie Potts;West Ham;DM;22;€5M - €7.6M;Right-Footed;15 (14);1640;1;0.43;8;1;13%;0.1;0.0;0.3
2000144900;Jozhua Vertrouwd;Vallecano;D (L);21;€250K - €2.6M;Left-Footed;7;660;0;0.52;3;0;0%;0.0;0.1;0.4
55012998;Ivo Pinto;Fortuna Sittard;D (R);36;€120K - €1.2M;Right-Footed;25;2141;1;3.26;21;5;5%;0.0;0.1;1.3
43090278;Pierluigi Gollini;AS Roma;GK;31;€325K - €3.3M;Right-Footed Only;11;990;0;0;0;0;0%;0.0;0.0;0.0
67258829;Fer Niño;Vallecano;ST (C);25;€3.7M - €7.2M;Right-Footed;4 (14);540;4;2.95;28;18;14%;0.7;0.5;0.5
85139266;Brendan Chardonnet;Brest;D (C);31;Not for Sale;Right-Footed;30;2519;1;2.01;15;3;7%;0.0;0.1;0.1
55027773;Zé Luís;Excelsior;ST (C);35;€90K - €275K;Left-Footed;2 (8);235;2;1.75;11;7;18%;0.8;0.7;0.8
53126894;Odin Bjørtuft;PSV;DM;27;€6M - €9M;Right-Footed Only;6 (3);659;0;0.43;4;0;0%;0.0;0.1;0.0
2000065892;Hugo Rincón;Girona;D (R);23;€36M - €53M;Right-Footed;11 (3);994;0;1.74;12;3;0%;0.0;0.2;0.6
16162879;Fabian Bredlow;VfB Stuttgart;GK;31;€85K - €850K;Left-Footed;1;90;0;0;0;0;0%;0.0;0.0;0.0
2000137137;Ángel Ortiz;Real Hispalis;D (R);21;€2.4M - €4.9M;Right-Footed;1 (5);220;0;0.38;2;1;0%;0.0;0.2;4.5
96029182;Przemysław Frankowski;Rennes;WB (R);31;€1M - €8.6M;Right-Footed;20 (7);1590;0;0.24;1;0;0%;0.0;0.0;1.8
37039831;Branco van den Boomen;Angers SCO;M (C);30;€240K - €2.4M;Right-Footed;8 (5);654;0;1.08;6;1;0%;0.0;0.1;0.0
19407328;Patati;AZ;AM (R);22;€12M - €17.5M;Left-Footed;4 (11);519;1;1.06;9;2;11%;0.2;0.2;0.5
43193946;Youssef Maleh;Cremonese;M (C);27;€275K - €6.8M;Left-Footed;15 (5);1391;3;2.38;22;10;14%;0.2;0.2;1.2
2000180832;Elias Baum;Eintracht Frankfurt;D (R);20;€5.8M - €8.6M;Right-Footed;2 (10);411;0;0;0;0;0%;0.0;0.0;1.5
2000233779;Izan Merino;Genoa;DM;20;€11M - €13.5M;Right-Footed;8 (2);595;0;0;1;0;0%;0.0;0.0;0.3
37079110;Sidny Lopes Cabral;Benfica;AM (L);23;€9M - €13.5M;Uses Both Feet;13 (16);1740;0;0.67;8;3;0%;0.0;0.0;1.0
2000062370;Santi García;Gil Vicente;AM (C);24;€7.8M - €11.5M;Right-Footed;31;2369;4;3.73;42;7;10%;0.2;0.1;1.6
2000019039;Lorenzo Bernasconi;Bergamo;WB (L);22;€500K - €4.4M;Left-Footed;1 (21);454;0;0.26;2;0;0%;0.0;0.1;1.6
2000085150;Cole Campbell;TSG Hoffenheim;AM (R);20;€6M - €9M;Left-Footed;3 (21);891;0;0.79;9;3;0%;0.0;0.1;5.9
37076465;Denso Kasius;AZ;WB (R);23;€8.4M - €10M;Right-Footed Only;22 (4);2029;1;0.82;10;3;10%;0.0;0.0;1.4
37065498;Zakaria Aboukhlal;Torino;AM (R);26;€9.2M - €13.5M;Left-Footed;36 (1);3020;5;6.46;56;22;9%;0.1;0.2;3.0
67157152;Mariano;Alavés;ST (C);32;€275K;Right-Footed;7 (21);917;4;3.36;20;6;20%;0.4;0.3;0.5
92074815;Tim Skarke;1. FC Union Berlin;AM (R);29;€230K - €2.3M;Right-Footed;25 (11);1868;4;3.02;26;11;15%;0.2;0.1;4.9
2000094886;Jérémy Jacquet;Rennes;D (C);20;€48M - €72M;Right-Footed;32;2830;0;3.35;26;2;0%;0.0;0.1;0.0
28109598;João Virgínia;Sporting CP;GK;26;€220K - €2.2M;Left-Footed;6 (1);584;0;0;0;0;0%;0.0;0.0;0.0
49048599;Joris Chotard;Brest;M (C);24;€5.4M - €6.6M;Right-Footed;24 (2);2077;0;0.15;5;0;0%;0.0;0.0;0.2
28101028;Grady Diangana;Elche;AM (L);28;€325K - €3.1M;Left-Footed;2 (16);558;2;2.01;18;5;11%;0.3;0.3;5.6
95081596;Beni Mukendi;VTSC;DM;24;€6.6M - €9.8M;Right-Footed;30;2639;1;2.84;17;3;6%;0.0;0.1;0.3
19298224;Alan;Moreirense;AM (C);26;€110K - €1.1M;Right-Footed;33 (1);2786;10;9.41;85;42;12%;0.3;0.3;1.1
67258408;Mateu Morey;Mallorca;D (R);26;€5.4M - €8M;Right-Footed;6 (8);758;0;0.13;3;0;0%;0.0;0.0;0.8
37088234;Emanuel Emegha;Strasbourg;ST (C);23;€22M - €32M;Left-Footed;30 (1);2462;20;12.42;101;47;20%;0.7;0.5;0.8
85145172;Armand Laurienté;Sassuolo;AM (L);27;€7.6M - €11.5M;Right-Footed;39;3007;4;6.86;60;19;7%;0.1;0.2;3.5
2000210786;Pablo García;Real Hispalis;AM (R);19;€8.8M - €13M;Left-Footed;1;90;0;0.46;3;3;0%;0.0;0.5;5.0
72056265;John Tolkin;Borussia M'gladbach;D (L);23;€2.7M - €5.4M;Left-Footed;3 (4);233;0;0.09;1;0;0%;0.0;0.0;1.2
83215572;Zé Carlos;Gil Vicente;D (R);27;€90K - €900K;Right-Footed;34;3016;1;1.49;11;3;9%;0.0;0.0;1.1
24061267;Ivan Smolčić;Como;D (R);25;€2.2M;Right-Footed;3 (2);288;0;0;0;0;0%;0.0;0.0;0.3
67272136;Ferran Jutglà;Vigo;ST (C);27;€12M - €18M;Right-Footed;10 (26);1408;7;6.2;59;31;12%;0.4;0.4;0.4
91207901;Kilian Fischer;VfL Wolfsburg;D (R);25;€2.4M - €4.8M;Right-Footed;14 (3);1099;0;0;0;0;0%;0.0;0.0;1.0
2000335906;Yassir Zabiri;Rennes;ST (C);21;€7M - €10.5M;Left-Footed;14 (11);1292;6;3.97;39;17;15%;0.4;0.3;0.6
18096737;Olivier Deman;SV Werder Bremen;D (L);26;€2.3M;Left-Footed;1 (6);239;0;0.03;2;0;0%;0.0;0.0;2.3
91205184;Ransford Königsdörffer;Hamburger SV;AM (R);24;€475K - €4.7M;Right-Footed;27;1748;4;3.98;35;14;11%;0.2;0.2;1.6
48043095;Rafik Guitane;Estoril Praia;AM (R);27;€8.6M - €10.5M;Left-Footed;34;2297;9;2.66;35;17;26%;0.4;0.1;3.4
2000102845;Mika Godts;Ajax;AM (L);20;€28M - €33M;Right-Footed;40 (1);2727;7;4.92;52;23;13%;0.2;0.2;3.9
2000131598;Maguette Guèye;AS Monaco;DM;23;€475K - €9.2M;Left-Footed;3 (5);314;0;0.04;2;0;0%;0.0;0.0;0.3
84125462;Chidozie Awaziem;FC Nantes;D (C);29;€210K - €2.1M;Right-Footed;15 (7);1515;0;1.23;11;2;0%;0.0;0.1;0.1
91004704;Daniel Batz;1. FSV Mainz 05;GK;35;€120K - €1.2M;Right-Footed Only;20 (2);1832;0;0;0;0;0%;0.0;0.0;0.0
67293677;Manu Fernández;Vigo;D (C);25;€3.2M - €6.2M;Right-Footed;4 (11);511;0;0.09;3;1;0%;0.0;0.0;0.0
67191440;Iván Villar;Vigo;GK;28;€110K - €1.1M;Right-Footed;13 (1);1212;0;0;0;0;0%;0.0;0.0;0.0
67269425;Unai Marrero;Real San Sebastián;GK;24;€2.1M - €4.3M;Right-Footed;3;270;0;0;0;0;0%;0.0;0.0;0.0
78097218;Martín Satriano;Getafe;ST (C);25;€6M - €9M;Right-Footed;13 (25);1799;16;12.24;92;47;17%;0.8;0.6;0.8
168288;Robin Pröpper;FC Twente;D (C);32;€850K;Right-Footed;20 (6);2156;1;1.48;13;2;8%;0.0;0.1;0.0
53165677;Lasse Nordås;sc Heerenveen;ST (C);24;€1.8M - €3.8M;Left-Footed;4 (20);801;5;3.27;30;19;17%;0.6;0.4;0.4
85144028;Jean-Luc Dompé;Hamburger SV;AM (L);30;€140K;Right-Footed Only;16 (6);1127;1;1.32;10;3;10%;0.1;0.1;5.6
67245415;Oriol Rey;Levante;DM;28;€140K - €1.4M;Left-Footed;40 (3);3338;0;0.51;9;2;0%;0.0;0.0;0.1
91193999;Omar Traoré;1. FC Heidenheim 1846;D (R);28;€325K - €3.2M;Right-Footed;33 (1);2989;0;1.36;20;1;0%;0.0;0.0;1.1
19202603;John Victor;Nott'm Forest;GK;30;€425K - €4.2M;Right-Footed;1;90;0;0;0;0;0%;0.0;0.0;0.0
16042540;Florian Kainz;1. FC Köln;AM (L);33;€14K;Right-Footed;0 (3);81;1;0.27;2;1;50%;1.1;0.3;2.2
91124152;Robert Glatzel;Hamburger SV;ST (C);32;€150K;Right-Footed;0 (12);423;4;3.38;21;10;19%;0.9;0.7;0.2
13139098;Moses Simon;Paris FC;AM (L);30;€7.6M - €11.5M;Right-Footed;21 (6);1686;2;2.11;33;10;6%;0.1;0.1;3.1
49048372;Quentin Merlin;Rennes;D (L);24;€300K - €7.6M;Left-Footed;27;2188;0;0.57;8;1;0%;0.0;0.0;1.6
75045051;Marcelo Filla;Excelsior;D (R);28;€8K - €80K;Right-Footed;4;328;0;0.29;3;0;0%;0.0;0.1;0.5
39060486;Kristian Nökkvi Hlynsson;FC Twente;AM (C);22;€5M - €7.6M;Right-Footed;34;2797;3;7.78;65;17;5%;0.1;0.3;1.0
19249878;Lincoln;Alverca SAD;AM (C);27;€650K - €10M;Left-Footed;8 (11);723;0;0.81;8;0;0%;0.0;0.1;1.0
37059427;Mitchell van Bergen;Sparta Rotterdam;AM (R);26;€500K - €4.4M;Right-Footed;34;2201;6;5.54;47;17;13%;0.2;0.2;4.7
91119468;Luca Waldschmidt;1. FC Köln;AM (C);30;€220K - €2.2M;Left-Footed;1 (9);231;0;0.15;1;0;0%;0.0;0.1;2.3
